<dbpedia:Manchester_United_F.C.>	2683868
<dbpedia:Leicester_City_F.C.>	2409983
<dbpedia:FC_Barcelona>	2190735
<dbpedia:Chelsea_F.C.>	2086939
<dbpedia:Real_Madrid_C.F.>	2048927
<dbpedia:Liverpool_F.C.>	2048827
<dbpedia:Arsenal_F.C.>	1884123
<dbpedia:Golden_State_Warriors>	1537179
<dbpedia:Manchester_City_F.C.>	1471376
<dbpedia:Basketball>	1429184
<dbpedia:FC_Bayern_Munich>	1329933
<dbpedia:Juventus_F.C.>	1328665
<dbpedia:Tottenham_Hotspur_F.C.>	1302935
<dbpedia:Florida>	1284133
<dbpedia:A.C._Milan>	1209537
<dbpedia:Scuderia_Ferrari>	1122350
<dbpedia:England_national_football_team>	1116609
<dbpedia:Association_football>	1097516
<dbpedia:Borussia_Dortmund>	1084987
<dbpedia:West_Ham_United_F.C.>	1005552
<dbpedia:Inter_Milan>	997746
<dbpedia:Brazil_national_football_team>	994898
<dbpedia:Germany_national_football_team>	988091
<dbpedia:Paris_Saint-Germain_F.C.>	945769
<dbpedia:Aston_Villa_F.C.>	865493
<dbpedia:New_England_Patriots>	844149
<dbpedia:Newcastle_United_F.C.>	832765
<dbpedia:Volleyball>	823048
<dbpedia:Carolina_Panthers>	819903
<dbpedia:A.S._Roma>	803019
<dbpedia:France_national_football_team>	784903
<dbpedia:Argentina_national_football_team>	779118
<dbpedia:Everton_F.C.>	758608
<dbpedia:Spain_national_football_team>	746957
<dbpedia:Los_Angeles_Lakers>	739102
<dbpedia:Denver_Broncos>	728427
<dbpedia:Southampton_F.C.>	725452
<dbpedia:Chicago_Cubs>	706909
<dbpedia:Italy_national_football_team>	705155
<dbpedia:Watford_F.C.>	691656
<dbpedia:Netherlands_national_football_team>	685501
<dbpedia:Valencia_CF>	685064
<dbpedia:Sevilla_FC>	674807
<dbpedia:Baseball>	668337
<dbpedia:S.L._Benfica>	662275
<dbpedia:Cleveland_Cavaliers>	659339
<dbpedia:Rangers_F.C.>	658234
<dbpedia:A.F.C._Bournemouth>	655273
<dbpedia:Crystal_Palace_F.C.>	652309
<dbpedia:Celtic_F.C.>	613177
<dbpedia:Green_Bay_Packers>	608603
<dbpedia:Belgium_national_football_team>	592381
<dbpedia:Oakland_Raiders>	578172
<dbpedia:New_York_Yankees>	574064
<dbpedia:Stoke_City_F.C.>	571879
<dbpedia:Chicago_Bulls>	561894
<dbpedia:Sunderland_A.F.C.>	556333
<dbpedia:New_York_Mets>	555700
<dbpedia:San_Antonio_Spurs>	549410
<dbpedia:AS_Monaco_FC>	547773
<dbpedia:Chicago_Blackhawks>	544640
<dbpedia:AFC_Ajax>	543670
<dbpedia:VfL_Wolfsburg>	541232
<dbpedia:New_Zealand_national_rugby_union_team>	540371
<dbpedia:Mexico_national_football_team>	537541
<dbpedia:San_Francisco_49ers>	532622
<dbpedia:S.S.C._Napoli>	520358
<dbpedia:Swansea_City_A.F.C.>	519154
<dbpedia:Dallas_Cowboys>	515959
<dbpedia:Cleveland_Browns>	512371
<dbpedia:Toronto_Blue_Jays>	509848
<dbpedia:Toronto_Raptors>	509663
<dbpedia:New_York_Giants>	507924
<dbpedia:Carlo_Ancelotti>	501149
<dbpedia:Seattle_Seahawks>	493905
<dbpedia:Boston_Celtics>	493724
<dbpedia:Atl%C3%A9tico_Madrid>	490212
<dbpedia:Pittsburgh_Steelers>	487034
<dbpedia:Portugal_national_football_team>	484802
<dbpedia:Bayer_04_Leverkusen>	477036
<dbpedia:St._Louis_Rams>	468749
<dbpedia:Olympiacos_F.C.>	466740
<dbpedia:West_Bromwich_Albion_F.C.>	462560
<dbpedia:ACF_Fiorentina>	462458
<dbpedia:Salford_City_F.C.>	459713
<dbpedia:New_York_Knicks>	458451
<dbpedia:Olympique_de_Marseille>	450950
<dbpedia:Washington_Redskins>	448783
<dbpedia:Miami_Heat>	446649
<dbpedia:PSV_Eindhoven>	446197
<dbpedia:Nottingham_Forest_F.C.>	445847
<dbpedia:Norwich_City_F.C.>	444704
<dbpedia:Sporting_Clube_de_Portugal>	444408
<dbpedia:Oklahoma_City_Thunder>	439378
<dbpedia:Queens_Park_Rangers_F.C.>	438761
<dbpedia:Villarreal_CF>	433732
<dbpedia:Sacramento_Kings>	432308
<dbpedia:Boston_Red_Sox>	430391
<dbpedia:Kansas_City_Royals>	430231
<dbpedia:Buffalo_Bills>	429028
<dbpedia:Athletic_Bilbao>	427239
<dbpedia:Philadelphia_76ers>	426860
<dbpedia:Middlesbrough_F.C.>	424397
<dbpedia:Philadelphia_Eagles>	424222
<dbpedia:FC_Schalke_04>	421192
<dbpedia:Olympique_Lyonnais>	420909
<dbpedia:Sheffield_Wednesday_F.C.>	420834
<dbpedia:Wales_national_football_team>	419615
<dbpedia:Minnesota_Vikings>	418181
<dbpedia:S.S._Lazio>	416885
<dbpedia:Los_Angeles_Clippers>	407433
