<dbpedia:Google>	7295384
<dbpedia:Amazon.com>	2437328
<dbpedia:Twitter>	1991946
<dbpedia:Microsoft>	1893303
<dbpedia:Celine_Dion>	1657440
<dbpedia:Tesla_Motors>	1573709
<dbpedia:WWE>	1464155
<dbpedia:Coca-Cola>	1218271
<dbpedia:Walmart>	1210542
<dbpedia:The_Walt_Disney_Company>	1184454
<dbpedia:Super_Bowl>	1153097
<dbpedia:IBM>	1144439
<dbpedia:Samsung>	1089826
<dbpedia:Harvard_University>	1082856
<dbpedia:Yahoo!>	1012962
<dbpedia:United_States_Army>	972588
<dbpedia:E-commerce>	971568
<dbpedia:National_Basketball_Association>	944512
<dbpedia:Ultimate_Fighting_Championship>	932606
<dbpedia:Hewlett-Packard>	922601
<dbpedia:Adidas>	922465
<dbpedia:Volkswagen_Group>	909342
<dbpedia:Ford_Motor_Company>	903409
<dbpedia:Education>	886671
<dbpedia:EBay>	879063
<dbpedia:Toyota>	878774
<dbpedia:Starbucks>	855813
<dbpedia:Salesforce.com>	837503
<dbpedia:LinkedIn>	820033
<dbpedia:Carolina_Panthers>	819903
<dbpedia:General_Electric>	812018
<dbpedia:Sony>	798568
<dbpedia:General_Motors>	791752
<dbpedia:Intel>	773740
<dbpedia:Nokia>	750185
<dbpedia:Dell>	747365
<dbpedia:Audi>	743558
<dbpedia:Deloitte>	718777
<dbpedia:Lenovo>	707105
<dbpedia:United_Airlines>	689706
<dbpedia:McDonald's>	682765
<dbpedia:Boeing>	664724
<dbpedia:University_of_Cambridge>	658637
<dbpedia:Porsche>	624076
<dbpedia:NASDAQ>	623518
<dbpedia:JPMorgan_Chase>	623010
<dbpedia:Southwest_Airlines>	612041
<dbpedia:KFC>	609112
<dbpedia:Huawei>	606733
<dbpedia:GoPro>	577898
<dbpedia:New_York_Yankees>	574064
<dbpedia:Cisco_Systems>	570874
<dbpedia:Wells_Fargo>	569656
<dbpedia:20th_Century_Fox>	557420
<dbpedia:Pandora_Radio>	556680
<dbpedia:AOL>	536619
<dbpedia:CBS>	530928
<dbpedia:Target_Corporation>	530925
<dbpedia:Tourism>	527017
<dbpedia:The_Coca-Cola_Company>	525976
<dbpedia:Lufthansa>	518110
<dbpedia:Universal_Studios>	517634
<dbpedia:Lockheed_Martin>	516546
<dbpedia:Dallas_Cowboys>	515959
<dbpedia:Bing>	512406
<dbpedia:PepsiCo>	506344
<dbpedia:NBC>	504414
<dbpedia:Royal_Dutch_Shell>	499125
<dbpedia:Retail>	495149
<dbpedia:Pfizer>	484664
<dbpedia:American_Express>	483539
<dbpedia:Aldi>	472511
<dbpedia:UNICEF>	469722
<dbpedia:Qatar_Airways>	464590
<dbpedia:Paramount_Pictures>	463573
<dbpedia:Morgan_Stanley>	445399
<dbpedia:Siemens>	423640
<dbpedia:Motorola>	423141
<dbpedia:Subaru>	420118
<dbpedia:United_States_Department_of_Defense>	408608
<dbpedia:Chrysler>	397035
<dbpedia:University_of_Southern_California>	395549
<dbpedia:Barclays>	390073
<dbpedia:Web_design>	389091
<dbpedia:Corporation>	387379
<dbpedia:Fox_Broadcasting_Company>	385788
<dbpedia:Samsung_Electronics>	383631
<dbpedia:Citigroup>	380117
<dbpedia:Real_estate>	377578
<dbpedia:Philips>	377233
<dbpedia:Bloomberg_L.P.>	371464
<dbpedia:United_Parcel_Service>	363965
<dbpedia:Bentley>	363263
<dbpedia:Deutsche_Bank>	357377
<dbpedia:Sagrada_Fam%C3%ADlia>	351897
<dbpedia:Channel_4>	349779
<dbpedia:Business-to-business>	345237
<dbpedia:Turkish_Airlines>	343464
<dbpedia:USA_Today>	341842
<dbpedia:Lexus>	337877
<dbpedia:Amtrak>	333599
<dbpedia:Hyundai_Motor_Company>	331170
<dbpedia:Thomson_Reuters>	323324
<dbpedia:Lawyer>	322803
<dbpedia:Verizon_Communications>	314594
<dbpedia:Capgemini>	311559
<dbpedia:MasterCard>	307727
<dbpedia:Novartis>	307180
<dbpedia:Hasbro>	305026
<dbpedia:Marriott_International>	304528
<dbpedia:Procter_&_Gamble>	302462
<dbpedia:Biltmore_Estate>	298063
<dbpedia:Xerox>	295468
<dbpedia:Kraft_Foods>	291583
<dbpedia:Robert_Bosch_GmbH>	290490
<dbpedia:Chevron_Corporation>	289045
<dbpedia:Kia_Motors>	285404
<dbpedia:Citibank>	283803
<dbpedia:Hotel>	283172
<dbpedia:Restaurant>	278813
<dbpedia:Kmart>	277251
<dbpedia:The_Home_Depot>	274866
<dbpedia:NBCUniversal>	269918
<dbpedia:Panasonic>	265472
<dbpedia:Taco_Bell>	262940
<dbpedia:Puma_SE>	262803
<dbpedia:BT_Group>	259158
<dbpedia:Walt_Disney_Parks_and_Resorts>	258676
<dbpedia:Franchising>	254523
<dbpedia:Whirlpool_Corporation>	253370
<dbpedia:Merrill_Lynch>	252407
<dbpedia:John_Deere>	248464
<dbpedia:Groupon>	245940
<dbpedia:Booz_Allen_Hamilton>	242891
<dbpedia:Mayo_Clinic>	241226
<dbpedia:Reckitt_Benckiser>	238237
<dbpedia:University_of_Florida>	235899
<dbpedia:Symantec>	235536
<dbpedia:Vogue_(magazine)>	231922
<dbpedia:Gatorade>	228437
<dbpedia:The_Weather_Channel>	228364
<dbpedia:Royal_Challengers_Bangalore>	227613
<dbpedia:Kaiser_Permanente>	225182
<dbpedia:NPR>	219479
<dbpedia:Six_Flags>	218787
<dbpedia:Johnson_&_Johnson>	217444
<dbpedia:Chase_(bank)>	214057
<dbpedia:T-Mobile>	211925
<dbpedia:The_Sun_(United_Kingdom)>	210919
<dbpedia:Abbott_Laboratories>	210568
<dbpedia:Government_of_Canada>	209350
<dbpedia:Wholesale>	209011
<dbpedia:Mattel>	207678
<dbpedia:University_of_British_Columbia>	205002
<dbpedia:Capital_One>	204894
<dbpedia:Hyatt>	203160
<dbpedia:Walgreens>	202440
<dbpedia:Carrefour>	198388
<dbpedia:George_Washington_University>	196495
<dbpedia:Direct_marketing>	190217
<dbpedia:ING_Group>	190169
<dbpedia:Discovery_Channel>	189529
<dbpedia:Small_business>	187842
<dbpedia:J._C._Penney>	186480
<dbpedia:Carlsberg_Group>	180559
<dbpedia:Hilton_Worldwide>	175077
<dbpedia:Morgan_Motor_Company>	174618
<dbpedia:The_Lego_Group>	174318
<dbpedia:Dish_Network>	173209
<dbpedia:California_State_University>	172835
<dbpedia:Hearst_Corporation>	168589
<dbpedia:Asana>	168042
<dbpedia:PNC_Financial_Services>	166434
<dbpedia:NEC>	165910
<dbpedia:CloudFlare>	162346
<dbpedia:Seiko_Epson>	160743
<dbpedia:Tyco_International>	158128
<dbpedia:Macy's>	156896
<dbpedia:LexisNexis>	150975
<dbpedia:LAN_Airlines>	145010
<dbpedia:Norwegian_Cruise_Line>	143574
<dbpedia:Baxter_International>	142872
<dbpedia:IAC_(company)>	141830
<dbpedia:Virgin_Australia>	141469
<dbpedia:Dr_Pepper_Snapple_Group>	141001
<dbpedia:GEICO>	140575
<dbpedia:Hair_removal>	136092
<dbpedia:E!>	135204
<dbpedia:MailChimp>	134683
<dbpedia:Shell_Oil_Company>	134128
<dbpedia:Law_firm>	134125
<dbpedia:National_Gallery>	132967
<dbpedia:Bryn_Mawr_College>	131533
<dbpedia:Avon_Products>	131102
<dbpedia:State_Farm_Insurance>	131020
<dbpedia:Tetra_Pak>	128328
<dbpedia:G4S>	125810
<dbpedia:Allstate>	125183
<dbpedia:Merck_&_Co.>	124184
<dbpedia:Holiday_Inn>	123371
<dbpedia:Mohun_Bagan_A.C.>	122065
<dbpedia:Fiat>	120440
<dbpedia:Statoil>	120240
<dbpedia:Campbell_Soup_Company>	120162
<dbpedia:ASOS.com>	119272
<dbpedia:Sephora>	118946
<dbpedia:Web_developer>	117296
<dbpedia:Croke_Park>	116267
<dbpedia:Leisure>	115757
<dbpedia:Coors_Brewing_Company>	114961
<dbpedia:Consumer>	113844
<dbpedia:Indiana_University>	113594
<dbpedia:Ember.js>	111456
<dbpedia:WebMD>	109370
<dbpedia:Waitrose>	107612
<dbpedia:Caesars_Entertainment_Corporation>	106719
<dbpedia:Hair_coloring>	106466
<dbpedia:Princess_Cruises>	105858
<dbpedia:Disney_Cruise_Line>	102873
<dbpedia:Ferrari_World>	102342
<dbpedia:Dettol>	102292
<dbpedia:Rockwell_International>	102241
<dbpedia:Hair_care>	101913
<dbpedia:Zee_TV>	101564
<dbpedia:Emeril_Lagasse>	100950
<dbpedia:Yellow_pages>	98371
<dbpedia:Borders_Group>	97476
<dbpedia:Ahold>	95660
<dbpedia:Weight_Watchers>	95037
<dbpedia:TechCrunch>	94956
<dbpedia:Fifth_Third_Bank>	94176
<dbpedia:Beko>	94158
<dbpedia:Blackstone_Group>	94085
<dbpedia:Bank_of_America_Stadium>	93838
<dbpedia:The_Hertz_Corporation>	93326
<dbpedia:GE_Healthcare>	93261
<dbpedia:Fujifilm>	92544
<dbpedia:Russian_Federal_Space_Agency>	92433
<dbpedia:Imperial_War_Museum>	92356
<dbpedia:Woolworths_Limited>	91523
<dbpedia:Liberty_Mutual>	90021
<dbpedia:Royal_Caribbean_Cruises_Ltd.>	89350
<dbpedia:Olympus_Corporation>	89252
<dbpedia:Mary_Kay>	88866
<dbpedia:Cray>	87435
<dbpedia:The_Greenbrier>	86764
<dbpedia:McAfee>	86664
<dbpedia:Carnival_Cruise_Lines>	85264
<dbpedia:London_Business_School>	84705
<dbpedia:Hallmark_Channel>	83009
<dbpedia:Kellogg_Company>	81285
<dbpedia:Atmel>	77579
<dbpedia:Sara_Lee_Corporation>	77318
<dbpedia:Cardiff_University>	76791
<dbpedia:Lexmark>	76067
<dbpedia:Walt_Disney_Studios_(Burbank)>	74566
<dbpedia:SGS_S.A.>	74250
<dbpedia:Wolters_Kluwer>	72817
<dbpedia:Nationwide_Building_Society>	71273
<dbpedia:Ocado>	70477
<dbpedia:Toys_%22R%22_Us>	70376
<dbpedia:Individual>	70355
<dbpedia:Twilio>	70323
<dbpedia:Amdocs>	70211
<dbpedia:Hebrew_University_of_Jerusalem>	69500
<dbpedia:EADS>	69246
<dbpedia:TransUnion>	68264
<dbpedia:New_Relic>	68218
<dbpedia:Defence_Forces_(Ireland)>	67818
<dbpedia:Newell_Rubbermaid>	67655
<dbpedia:Gaelic_Athletic_Association>	67534
<dbpedia:Residential_area>	66319
<dbpedia:Ooredoo>	66196
<dbpedia:Carl's_Jr.>	65576
<dbpedia:GKN>	64981
<dbpedia:Vestas>	64099
<dbpedia:Alcon>	63821
<dbpedia:National_Instruments>	62999
<dbpedia:Businessperson>	61671
<dbpedia:Leap_Motion>	60720
<dbpedia:Edinburgh_Festival_Fringe>	58783
<dbpedia:Winn-Dixie>	58768
<dbpedia:National_Semiconductor>	58729
<dbpedia:The_ADT_Corporation>	58583
<dbpedia:Burlington_Coat_Factory>	58326
<dbpedia:Bang_&_Olufsen>	57588
<dbpedia:BB&T>	57210
<dbpedia:Takeda_Pharmaceutical_Company>	57106
<dbpedia:Giant_Eagle>	56876
<dbpedia:Harvard_Law_Review>	56488
<dbpedia:Durex>	55483
<dbpedia:University_of_Texas_MD_Anderson_Cancer_Center>	54607
<dbpedia:DocuSign>	53916
<dbpedia:Black_Entertainment_Television>	53684
<dbpedia:Technip>	53461
<dbpedia:Bureau_Veritas>	53358
<dbpedia:GroupM>	52825
<dbpedia:Bleacher_Report>	52394
<dbpedia:Orange_(UK)>	51524
<dbpedia:Univision_Communications>	51103
<dbpedia:Guardian_Media_Group>	50799
<dbpedia:Keele_University>	50794
